GeneID,Tissue,Measure,Type,Measure_log
GRMZM2G081949,Female.Spikelet.Collected.on.day.as.silk,27.720066666666668,mRNA,1.4427942704177865
GRMZM2G079782,Female.Spikelet.Collected.on.day.as.silk,98.4634,mRNA,1.9932748281434625
GRMZM2G148495,Female.Spikelet.Collected.on.day.as.silk,0.34884200000000004,mRNA,-0.457371232253975
GRMZM2G011951,Female.Spikelet.Collected.on.day.as.silk,1.9267990000000002,mRNA,0.2848364122455755
GRMZM2G058032,Female.Spikelet.Collected.on.day.as.silk,34.61493333333333,mRNA,1.5392634995183538
GRMZM2G038636,Female.Spikelet.Collected.on.day.as.silk,81.12906666666667,mRNA,1.9091764797514506
GRMZM2G070199,Female.Spikelet.Collected.on.day.as.silk,95.58466666666668,mRNA,1.980388229973299
GRMZM2G392125,Female.Spikelet.Collected.on.day.as.silk,13.610953333333333,mRNA,1.133888544961319
GRMZM2G082390,Female.Spikelet.Collected.on.day.as.silk,393.1996666666667,mRNA,2.594613140988967
GRMZM2G056772,Female.Spikelet.Collected.on.day.as.silk,227.30566666666667,mRNA,2.3566102626998404
GRMZM5G845906,Female.Spikelet.Collected.on.day.as.silk,5.963333333333334,mRNA,0.7754890858477106
GRMZM5G812555,Female.Spikelet.Collected.on.day.as.silk,124.64233333333334,mRNA,2.0956655704978244
GRMZM2G180920,Female.Spikelet.Collected.on.day.as.silk,50.594899999999996,mRNA,1.7041067418697249
GRMZM5G820460,Female.Spikelet.Collected.on.day.as.silk,34.235533333333336,mRNA,1.534477097850176
GRMZM2G449496,Female.Spikelet.Collected.on.day.as.silk,5.198853333333333,mRNA,0.7159075655731281
GRMZM2G114775,Female.Spikelet.Collected.on.day.as.silk,178.744,mRNA,2.2522314725115766
GRMZM2G082032,Female.Spikelet.Collected.on.day.as.silk,17.502733333333335,mRNA,1.2431058760513736
GRMZM2G047139,Female.Spikelet.Collected.on.day.as.silk,0.6906243333333334,mRNA,-0.16075812386345673
GRMZM2G133793,Female.Spikelet.Collected.on.day.as.silk,1.79695,mRNA,0.25453599306545815
GRMZM2G035213,Female.Spikelet.Collected.on.day.as.silk,5.860133333333333,mRNA,0.7679074974638517
GRMZM2G169360,Female.Spikelet.Collected.on.day.as.silk,55.42123333333333,mRNA,1.7436761862585743
GRMZM2G149649,Female.Spikelet.Collected.on.day.as.silk,127.98800000000001,mRNA,2.10716925263155
GRMZM2G106105,Female.Spikelet.Collected.on.day.as.silk,186.52866666666668,mRNA,2.2707455858413645
GRMZM2G141818,Female.Spikelet.Collected.on.day.as.silk,19.954166666666666,mRNA,1.3000335953310016
GRMZM2G329181,Female.Spikelet.Collected.on.day.as.silk,20.128566666666668,mRNA,1.3038128503521298
GRMZM2G042047,Female.Spikelet.Collected.on.day.as.silk,238.391,mRNA,2.3772898554133413
GRMZM2G306732,Female.Spikelet.Collected.on.day.as.silk,1.86871,mRNA,0.27154190963361663
GRMZM2G109039,Female.Spikelet.Collected.on.day.as.silk,72.62736666666666,mRNA,1.8611002977361082
GRMZM2G004696,Female.Spikelet.Collected.on.day.as.silk,29.095466666666667,mRNA,1.4638253273013107
GRMZM5G831102,Female.Spikelet.Collected.on.day.as.silk,70.52936666666666,mRNA,1.8483699840231524
GRMZM2G108829,Female.Spikelet.Collected.on.day.as.silk,25.108566666666665,mRNA,1.3998219215331305
GRMZM2G122793,Female.Spikelet.Collected.on.day.as.silk,34.8585,mRNA,1.5423086950017775
GRMZM2G106245,Female.Spikelet.Collected.on.day.as.silk,48.41436666666667,mRNA,1.6849742549960358
GRMZM2G013600,Female.Spikelet.Collected.on.day.as.silk,169.02366666666668,mRNA,2.227947518714985
GRMZM2G083243,Female.Spikelet.Collected.on.day.as.silk,37.666133333333335,mRNA,1.5759510394178233
GRMZM2G018103,Female.Spikelet.Collected.on.day.as.silk,223.57733333333331,mRNA,2.3494277719011425
GRMZM2G033641,Female.Spikelet.Collected.on.day.as.silk,11.550186666666667,mRNA,1.062589003072163
GRMZM2G399136,Female.Spikelet.Collected.on.day.as.silk,31.38246666666667,mRNA,1.4966870762050395
GRMZM2G104542,Female.Spikelet.Collected.on.day.as.silk,18.353333333333335,mRNA,1.263714952337649
GRMZM2G113052,Female.Spikelet.Collected.on.day.as.silk,21.123433333333335,mRNA,1.324764508394786
GRMZM2G140739,Female.Spikelet.Collected.on.day.as.silk,22.154866666666667,mRNA,1.345469140686513
GRMZM2G133407,Female.Spikelet.Collected.on.day.as.silk,0.11969333333333333,mRNA,-0.921930038208255
AC234157.1_FG002,Female.Spikelet.Collected.on.day.as.silk,46.69636666666667,mRNA,1.6692830904589657
GRMZM2G181546,Female.Spikelet.Collected.on.day.as.silk,0.09350066666666666,mRNA,-1.0291852925646756
GRMZM2G045135,Female.Spikelet.Collected.on.day.as.silk,180.91700000000003,mRNA,2.2574793775801383
GRMZM2G138523,Female.Spikelet.Collected.on.day.as.silk,80.86013333333334,mRNA,1.9077344531228495
GRMZM2G097164,Female.Spikelet.Collected.on.day.as.silk,176.97766666666666,mRNA,2.247918464918917
GRMZM2G063276,Female.Spikelet.Collected.on.day.as.silk,18.978766666666665,mRNA,1.2782679864229616
GRMZM2G081886,Female.Spikelet.Collected.on.day.as.silk,22.5309,mRNA,1.352778540025075
GRMZM2G019404,Female.Spikelet.Collected.on.day.as.silk,47.04173333333333,mRNA,1.6724833156878336
GRMZM5G806449,Female.Spikelet.Collected.on.day.as.silk,43.05613333333334,mRNA,1.6340350253156581
GRMZM2G135893,Female.Spikelet.Collected.on.day.as.silk,128.41333333333333,mRNA,2.1086101194684965
GRMZM2G150256,Female.Spikelet.Collected.on.day.as.silk,42.131033333333335,mRNA,1.6246021110485465
GRMZM2G097900,Female.Spikelet.Collected.on.day.as.silk,33.813633333333335,mRNA,1.5290918389656665
GRMZM2G466833,Female.Spikelet.Collected.on.day.as.silk,88.67213333333332,mRNA,1.9477871571367753
GRMZM2G153704,Female.Spikelet.Collected.on.day.as.silk,58.48206666666667,mRNA,1.7670227115228239
GRMZM2G139296,Female.Spikelet.Collected.on.day.as.silk,68.07496666666667,mRNA,1.832987437357044
GRMZM2G171622,Female.Spikelet.Collected.on.day.as.silk,7.7557833333333335,mRNA,0.889625668063696
GRMZM2G167892,Female.Spikelet.Collected.on.day.as.silk,15.763800000000002,mRNA,1.1976609162057845
GRMZM2G057159,Female.Spikelet.Collected.on.day.as.silk,24.112033333333333,mRNA,1.3822338353551253
GRMZM2G314679,Female.Spikelet.Collected.on.day.as.silk,69.89813333333333,mRNA,1.844465577836416
GRMZM2G137868,Female.Spikelet.Collected.on.day.as.silk,0.3566673333333334,mRNA,-0.44773666526982464
GRMZM2G121743,Female.Spikelet.Collected.on.day.as.silk,45.5973,mRNA,1.6589391270982619
GRMZM2G436710,Female.Spikelet.Collected.on.day.as.silk,7.727333333333333,mRNA,0.8880296467739406
GRMZM2G125669,Female.Spikelet.Collected.on.day.as.silk,0.32794066666666666,mRNA,-0.48420472479501475
GRMZM2G085049,Female.Spikelet.Collected.on.day.as.silk,132.17233333333334,mRNA,2.1211405569791633
GRMZM2G073770,Female.Spikelet.Collected.on.day.as.silk,131.43166666666667,mRNA,2.1187000151606177
GRMZM2G149556,Female.Spikelet.Collected.on.day.as.silk,96.20673333333333,mRNA,1.9832054685781213
GRMZM2G128922,Female.Spikelet.Collected.on.day.as.silk,6.363896666666666,mRNA,0.8037231192050898
GRMZM2G146192,Female.Spikelet.Collected.on.day.as.silk,6.859273333333334,mRNA,0.8362781092870029
GRMZM2G071620,Female.Spikelet.Collected.on.day.as.silk,58.7734,mRNA,1.7691808150725317
GRMZM2G336871,Female.Spikelet.Collected.on.day.as.silk,97.94496666666667,mRNA,1.9909821227701774
GRMZM2G014994,Female.Spikelet.Collected.on.day.as.silk,37.5949,mRNA,1.5751289339679788
GRMZM2G173756,Female.Spikelet.Collected.on.day.as.silk,55.076600000000006,mRNA,1.7409671224560832
GRMZM2G396397,Female.Spikelet.Collected.on.day.as.silk,77.84373333333333,mRNA,1.8912236562323579
GRMZM5G862131,Female.Spikelet.Collected.on.day.as.silk,99.10970000000002,mRNA,1.996116161552062
GRMZM2G101282,Female.Spikelet.Collected.on.day.as.silk,38.85906666666667,mRNA,1.589492365322327
GRMZM2G116557,Female.Spikelet.Collected.on.day.as.silk,41.48303333333333,mRNA,1.6178705054740692
GRMZM2G053503,Female.Spikelet.Collected.on.day.as.silk,18.52143,mRNA,1.2676745145885655
GRMZM2G036034,Female.Spikelet.Collected.on.day.as.silk,21.219633333333334,mRNA,1.326737875197469
GRMZM2G113863,Female.Spikelet.Collected.on.day.as.silk,27.09056666666667,mRNA,1.4328180894788123
AC215260.3_FG004,Female.Spikelet.Collected.on.day.as.silk,80.7657,mRNA,1.907226961475068
GRMZM2G590027,Female.Spikelet.Collected.on.day.as.silk,68.38350000000001,mRNA,1.8349513250623153
GRMZM2G143211,Female.Spikelet.Collected.on.day.as.silk,37.40213333333333,mRNA,1.5728963740847484
GRMZM2G331032,Female.Spikelet.Collected.on.day.as.silk,36.480466666666665,mRNA,1.5620603852885582
GRMZM2G020043,Female.Spikelet.Collected.on.day.as.silk,25.139333333333337,mRNA,1.4003537565045305
GRMZM2G018984,Female.Spikelet.Collected.on.day.as.silk,0.24941236666666664,mRNA,-0.6030820166075143
GRMZM2G160565,Female.Spikelet.Collected.on.day.as.silk,110.03933333333333,mRNA,2.0415479505786815
GRMZM2G011923,Female.Spikelet.Collected.on.day.as.silk,109.78533333333333,mRNA,2.040544324833052
GRMZM2G102786,Female.Spikelet.Collected.on.day.as.silk,28.080966666666665,mRNA,1.4484120539838763
GRMZM2G056750,Female.Spikelet.Collected.on.day.as.silk,1.1945249999999998,mRNA,0.0771952434525194
GRMZM2G018462,Female.Spikelet.Collected.on.day.as.silk,105.63903333333333,mRNA,2.023824418472789
GRMZM2G090609,Female.Spikelet.Collected.on.day.as.silk,18.351366666666664,mRNA,1.263668412658431
GRMZM2G176707,Female.Spikelet.Collected.on.day.as.silk,27.9776,mRNA,1.4468104567082982
GRMZM2G050003,Female.Spikelet.Collected.on.day.as.silk,18.838733333333334,mRNA,1.2750516986247367
GRMZM2G368886,Female.Spikelet.Collected.on.day.as.silk,99.82016666666665,mRNA,1.9992182906588676
GRMZM2G531230,Female.Spikelet.Collected.on.day.as.silk,3.72141,mRNA,0.5707075203113624
GRMZM2G071745,Female.Spikelet.Collected.on.day.as.silk,35.2566,mRNA,1.5472404284274317
GRMZM2G110143,Female.Spikelet.Collected.on.day.as.silk,54.49533333333333,mRNA,1.7363593133893485
GRMZM2G148499,Female.Spikelet.Collected.on.day.as.silk,0.41090200000000004,mRNA,-0.38626174487380655
GRMZM2G049781,Female.Spikelet.Collected.on.day.as.silk,21.109033333333333,mRNA,1.324468345689864
GRMZM2G164948,Female.Spikelet.Collected.on.day.as.silk,49.99473333333333,mRNA,1.6989242562411497
GRMZM2G150251,Female.Spikelet.Collected.on.day.as.silk,13.285066666666665,mRNA,1.1233637381134634
GRMZM2G113840,Female.Spikelet.Collected.on.day.as.silk,20.07133333333333,mRNA,1.3025762235126674
GRMZM2G157820,Female.Spikelet.Collected.on.day.as.silk,5.69369,mRNA,0.7553938177539629
GRMZM2G436707,Female.Spikelet.Collected.on.day.as.silk,0.402815,mRNA,-0.39489436558630614
GRMZM2G044629,Female.Spikelet.Collected.on.day.as.silk,37.988433333333326,mRNA,1.5796513833489274
GRMZM2G104310,Female.Spikelet.Collected.on.day.as.silk,27.383233333333333,mRNA,1.4374847270674562
GRMZM2G151414,Female.Spikelet.Collected.on.day.as.silk,28.921166666666668,mRNA,1.4612158082170943
GRMZM5G891783,Female.Spikelet.Collected.on.day.as.silk,2.5559600000000002,mRNA,0.4075540529624162
GRMZM2G108996,Female.Spikelet.Collected.on.day.as.silk,14.377466666666669,mRNA,1.1576823693840377
GRMZM2G161905,Female.Spikelet.Collected.on.day.as.silk,1.9538226666666667,mRNA,0.2908851436288952
GRMZM2G078725,Female.Spikelet.Collected.on.day.as.silk,67.42399999999999,mRNA,1.828814513928006
GRMZM2G001272,Female.Spikelet.Collected.on.day.as.silk,50.9469,mRNA,1.7071177633404222
GRMZM2G153766,Female.Spikelet.Collected.on.day.as.silk,57.99966666666668,mRNA,1.7634254976104669
GRMZM2G146012,Female.Spikelet.Collected.on.day.as.silk,43.803133333333335,mRNA,1.6415051776434912
GRMZM2G041175,Female.Spikelet.Collected.on.day.as.silk,11.819353333333334,mRNA,1.072593715847465
GRMZM2G063220,Female.Spikelet.Collected.on.day.as.silk,33.002700000000004,mRNA,1.5185494716092196
GRMZM2G014676,Female.Spikelet.Collected.on.day.as.silk,50.658233333333335,mRNA,1.704650040034805
GRMZM2G462883,Female.Spikelet.Collected.on.day.as.silk,5.375713333333333,mRNA,0.7304361013644222
GRMZM2G092968,Female.Spikelet.Collected.on.day.as.silk,48.28456666666667,mRNA,1.6838083381515676
GRMZM2G020150,Female.Spikelet.Collected.on.day.as.silk,30.274,mRNA,1.4810698065911574
GRMZM2G318635,Female.Spikelet.Collected.on.day.as.silk,0.1526132,mRNA,-0.8164079012485379
GRMZM2G399073,Female.Spikelet.Collected.on.day.as.silk,66.5172,mRNA,1.822933959577204
GRMZM5G886952,Female.Spikelet.Collected.on.day.as.silk,20.043300000000002,mRNA,1.3019692268659946
GRMZM2G043921,Female.Spikelet.Collected.on.day.as.silk,75.77976666666667,mRNA,1.879553263705732
GRMZM2G067242,Female.Spikelet.Collected.on.day.as.silk,6.42189,mRNA,0.807662862301466
GRMZM2G130800,Female.Spikelet.Collected.on.day.as.silk,40.032066666666665,mRNA,1.6024080112582637
GRMZM2G114325,Female.Spikelet.Collected.on.day.as.silk,4.725713333333333,mRNA,0.674467373342164
GRMZM2G087600,Female.Spikelet.Collected.on.day.as.silk,55.4094,mRNA,1.74358344743296
GRMZM2G150193,Female.Spikelet.Collected.on.day.as.silk,13.113333333333335,mRNA,1.1177131008636556
GRMZM2G127180,Female.Spikelet.Collected.on.day.as.silk,49.90043333333333,mRNA,1.698104317035381
GRMZM2G047214,Female.Spikelet.Collected.on.day.as.silk,28.609033333333333,mRNA,1.456503183737046
GRMZM2G082384,Female.Spikelet.Collected.on.day.as.silk,13.747436666666667,mRNA,1.1382217275988307
GRMZM2G417229,Female.Spikelet.Collected.on.day.as.silk,14.344386666666667,mRNA,1.156681983535187
GRMZM2G042438,Female.Spikelet.Collected.on.day.as.silk,1.9732923333333332,mRNA,0.2951914285613287
GRMZM2G311182,Female.Spikelet.Collected.on.day.as.silk,8.227649999999999,mRNA,0.9152758087516987
GRMZM5G815358,Female.Spikelet.Collected.on.day.as.silk,70.96523333333333,mRNA,1.851045635064685
AC182838.3_FG006,Female.Spikelet.Collected.on.day.as.silk,4.947636666666667,mRNA,0.6943977993937316
GRMZM2G359874,Female.Spikelet.Collected.on.day.as.silk,24.42686666666667,mRNA,1.387867761830175
GRMZM2G014116,Female.Spikelet.Collected.on.day.as.silk,38.211933333333334,mRNA,1.5821990113800417
GRMZM2G129865,Female.Spikelet.Collected.on.day.as.silk,3.758016666666667,mRNA,0.5749587018489439
GRMZM2G139374,Female.Spikelet.Collected.on.day.as.silk,22.82166666666667,mRNA,1.3583473577730556
GRMZM2G114988,Female.Spikelet.Collected.on.day.as.silk,1.416596,mRNA,0.151246011159688
GRMZM5G809195,Female.Spikelet.Collected.on.day.as.silk,1.4367619999999999,mRNA,0.15738483309790088
GRMZM5G863784,Female.Spikelet.Collected.on.day.as.silk,2.19631,mRNA,0.3416936389600308
GRMZM2G346861,Female.Spikelet.Collected.on.day.as.silk,6.733396666666667,mRNA,0.8282341996558472
GRMZM2G035807,Female.Spikelet.Collected.on.day.as.silk,36.73323333333334,mRNA,1.5650591575046164
GRMZM2G095124,Female.Spikelet.Collected.on.day.as.silk,17.2011,mRNA,1.2355562206665425
GRMZM2G080129,Female.Spikelet.Collected.on.day.as.silk,14.828066666666667,mRNA,1.1710845299405026
GRMZM2G022229,Female.Spikelet.Collected.on.day.as.silk,30.873166666666666,mRNA,1.4895811774356524
GRMZM2G427087,Female.Spikelet.Collected.on.day.as.silk,25.0438,mRNA,1.398700226847498
GRMZM2G018484,Female.Spikelet.Collected.on.day.as.silk,9.057486666666668,mRNA,0.9570077033913822
EF517601.1_FG025,Female.Spikelet.Collected.on.day.as.silk,0.32263966666666666,mRNA,-0.49128223968907553
GRMZM2G005737,Female.Spikelet.Collected.on.day.as.silk,18.178300000000004,mRNA,1.2595532663919777
GRMZM2G133552,Female.Spikelet.Collected.on.day.as.silk,0.11617670000000001,mRNA,-0.9348809638224748
GRMZM2G512113,Female.Spikelet.Collected.on.day.as.silk,15.100866666666667,mRNA,1.1790018729719747
GRMZM2G034526,Female.Spikelet.Collected.on.day.as.silk,11.191206666666668,mRNA,1.048876915877915
GRMZM2G067371,Female.Spikelet.Collected.on.day.as.silk,40.626133333333335,mRNA,1.608805489520405
GRMZM2G377647,Female.Spikelet.Collected.on.day.as.silk,2.7925113333333336,mRNA,0.4459949443638832
GRMZM2G124313,Female.Spikelet.Collected.on.day.as.silk,14.966833333333334,mRNA,1.1751299224981797
GRMZM2G117401,Female.Spikelet.Collected.on.day.as.silk,9.741466666666666,mRNA,0.9886243487972248
GRMZM2G051782,Female.Spikelet.Collected.on.day.as.silk,5.913236666666667,mRNA,0.77182526120281
GRMZM2G107076,Female.Spikelet.Collected.on.day.as.silk,38.8429,mRNA,1.589311646750414
GRMZM2G087459,Female.Spikelet.Collected.on.day.as.silk,57.016400000000004,mRNA,1.7559997926035353
GRMZM2G067183,Female.Spikelet.Collected.on.day.as.silk,16.7232,mRNA,1.2233193837112128
GRMZM2G111224,Female.Spikelet.Collected.on.day.as.silk,7.704956666666667,mRNA,0.8867702005521059
GRMZM2G152040,Female.Spikelet.Collected.on.day.as.silk,6.146636666666666,mRNA,0.7886375423342411
GRMZM2G162020,Female.Spikelet.Collected.on.day.as.silk,14.271033333333335,mRNA,1.1544554205370012
GRMZM2G114692,Female.Spikelet.Collected.on.day.as.silk,7.228623333333334,mRNA,0.8590555952661598
GRMZM2G473162,Female.Spikelet.Collected.on.day.as.silk,0.2834653333333333,mRNA,-0.5475000459866578
GRMZM2G159110,Female.Spikelet.Collected.on.day.as.silk,28.524133333333328,mRNA,1.4552124578485712
GRMZM2G128515,Female.Spikelet.Collected.on.day.as.silk,28.474400000000003,mRNA,1.4544545815857473
GRMZM2G317021,Female.Spikelet.Collected.on.day.as.silk,1.0765816666666668,mRNA,0.03204697985149243
AC191069.3_FG004,Female.Spikelet.Collected.on.day.as.silk,12.823599999999999,mRNA,1.1080099628315783
GRMZM2G033828,Female.Spikelet.Collected.on.day.as.silk,3.42236,mRNA,0.5343256912922041
GRMZM2G151009,Female.Spikelet.Collected.on.day.as.silk,40.77583333333334,mRNA,1.610402845454068
GRMZM2G089448,Female.Spikelet.Collected.on.day.as.silk,3.359153333333333,mRNA,0.5262298282836697
GRMZM2G409430,Female.Spikelet.Collected.on.day.as.silk,11.03603333333333,mRNA,1.0428130035560483
GRMZM2G165255,Female.Spikelet.Collected.on.day.as.silk,1.0293886666666667,mRNA,0.012579382457745866
GRMZM5G890190,Female.Spikelet.Collected.on.day.as.silk,33.4159,mRNA,1.523953162594832
GRMZM2G339728,Female.Spikelet.Collected.on.day.as.silk,1.8517433333333333,mRNA,0.26758078977468785
GRMZM2G053027,Female.Spikelet.Collected.on.day.as.silk,43.69896666666667,mRNA,1.6404711674905466
GRMZM2G438622,Female.Spikelet.Collected.on.day.as.silk,7.176706666666667,mRNA,0.8559251956887106
GRMZM2G435684,Female.Spikelet.Collected.on.day.as.silk,0.107348,mRNA,-0.969206042490472
GRMZM2G005435,Female.Spikelet.Collected.on.day.as.silk,26.629033333333336,mRNA,1.4253554013011631
GRMZM2G128579,Female.Spikelet.Collected.on.day.as.silk,3.1174633333333333,mRNA,0.49380135413946546
GRMZM2G037452,Female.Spikelet.Collected.on.day.as.silk,10.346496666666667,mRNA,1.0147933221704388
GRMZM2G080588,Female.Spikelet.Collected.on.day.as.silk,14.094733333333332,mRNA,1.1490568636090124
GRMZM2G103490,Female.Spikelet.Collected.on.day.as.silk,32.25306666666666,mRNA,1.5085710142609836
GRMZM5G879527,Female.Spikelet.Collected.on.day.as.silk,0.4870803333333333,mRNA,-0.31239940542564215
GRMZM2G146240,Female.Spikelet.Collected.on.day.as.silk,12.492213333333334,mRNA,1.0966393922006814
GRMZM2G105362,Female.Spikelet.Collected.on.day.as.silk,0.3371996666666666,mRNA,-0.472112863361942
GRMZM2G086132,Female.Spikelet.Collected.on.day.as.silk,9.769026666666667,mRNA,0.9898512951053176
GRMZM2G000361,Female.Spikelet.Collected.on.day.as.silk,12.848733333333334,mRNA,1.1088603157250239
GRMZM2G035809,Female.Spikelet.Collected.on.day.as.silk,9.24626,mRNA,0.9659661014076765
GRMZM5G837018,Female.Spikelet.Collected.on.day.as.silk,4.355416666666667,mRNA,0.639029708684245
GRMZM2G096470,Female.Spikelet.Collected.on.day.as.silk,6.802916666666666,mRNA,0.8326951510386962
GRMZM2G124047,Female.Spikelet.Collected.on.day.as.silk,16.724166666666665,mRNA,1.2233444869131165
AC204604.3_FG008,Female.Spikelet.Collected.on.day.as.silk,7.676190000000001,mRNA,0.8851457157938067
GRMZM2G057907,Female.Spikelet.Collected.on.day.as.silk,3.086596666666667,mRNA,0.4894798828396627
GRMZM2G074122,Female.Spikelet.Collected.on.day.as.silk,33.38373333333333,mRNA,1.5235349026069478
GRMZM2G477205,Female.Spikelet.Collected.on.day.as.silk,7.634096666666667,mRNA,0.8827576548970882
GRMZM2G125656,Female.Spikelet.Collected.on.day.as.silk,2.3839333333333332,mRNA,0.37729410619811027
GRMZM2G156638,Female.Spikelet.Collected.on.day.as.silk,10.353363333333332,mRNA,1.0150814550903513
GRMZM2G324540,Female.Spikelet.Collected.on.day.as.silk,12.103656666666666,mRNA,1.0829165959563976
AC205413.4_FG001,Female.Spikelet.Collected.on.day.as.silk,0.432604,mRNA,-0.3639094692476062
GRMZM2G039725,Female.Spikelet.Collected.on.day.as.silk,14.488233333333334,mRNA,1.1610154316850123
GRMZM2G134066,Female.Spikelet.Collected.on.day.as.silk,45.22813333333334,mRNA,1.6554086638068957
GRMZM2G057237,Female.Spikelet.Collected.on.day.as.silk,7.447353333333333,mRNA,0.8720019590638222
GRMZM2G088356,Female.Spikelet.Collected.on.day.as.silk,0.819009,mRNA,-0.08671132579896958
GRMZM2G344376,Female.Spikelet.Collected.on.day.as.silk,1.535669666666667,mRNA,0.1862978059477165
GRMZM2G009103,Female.Spikelet.Collected.on.day.as.silk,7.853563333333334,mRNA,0.8950667503599385
GRMZM2G463726,Female.Spikelet.Collected.on.day.as.silk,23.665166666666664,mRNA,1.3741095674204828
GRMZM2G054418,Female.Spikelet.Collected.on.day.as.silk,6.1198466666666675,mRNA,0.7867405409928188
GRMZM2G051767,Female.Spikelet.Collected.on.day.as.silk,4.00678,mRNA,0.602795497309414
GRMZM2G046909,Female.Spikelet.Collected.on.day.as.silk,8.25194,mRNA,0.9165560615498237
GRMZM2G162616,Female.Spikelet.Collected.on.day.as.silk,28.428633333333334,mRNA,1.4537559820942971
GRMZM2G145504,Female.Spikelet.Collected.on.day.as.silk,10.113259999999999,mRNA,1.004891172583639
GRMZM2G013811,Female.Spikelet.Collected.on.day.as.silk,6.7470799999999995,mRNA,0.8291158596072843
GRMZM2G093276,Female.Spikelet.Collected.on.day.as.silk,21.264333333333337,mRNA,1.3276517715225022
GRMZM2G042027,Female.Spikelet.Collected.on.day.as.silk,13.403966666666667,mRNA,1.1272333391497507
GRMZM2G152764,Female.Spikelet.Collected.on.day.as.silk,2.5053300000000003,mRNA,0.3988649388818288
GRMZM5G825512,Female.Spikelet.Collected.on.day.as.silk,6.372566666666667,mRNA,0.804314387540915
GRMZM2G029850,Female.Spikelet.Collected.on.day.as.silk,0.8489249999999999,mRNA,-0.07113067668764202
GRMZM5G805609,Female.Spikelet.Collected.on.day.as.silk,5.336123333333333,mRNA,0.7272258588333611
GRMZM2G410515,Female.Spikelet.Collected.on.day.as.silk,6.851516666666666,mRNA,0.8357867185078158
GRMZM2G144615,Female.Spikelet.Collected.on.day.as.silk,41.9817,mRNA,1.6230600208512107
GRMZM2G005624,Female.Spikelet.Collected.on.day.as.silk,20.2576,mRNA,1.3065879914439416
GRMZM2G180930,Female.Spikelet.Collected.on.day.as.silk,36.888866666666665,mRNA,1.5668953126414507
GRMZM2G056403,Female.Spikelet.Collected.on.day.as.silk,3.9013766666666663,mRNA,0.5912178822158678
GRMZM2G074517,Female.Spikelet.Collected.on.day.as.silk,13.533300000000002,mRNA,1.1314037091653724
GRMZM2G423861,Female.Spikelet.Collected.on.day.as.silk,3.33412,mRNA,0.5229812266857365
GRMZM2G345081,Female.Spikelet.Collected.on.day.as.silk,11.10917,mRNA,1.0456816126865613
GRMZM2G122139,Female.Spikelet.Collected.on.day.as.silk,3.7723666666666666,mRNA,0.576613898691698
GRMZM5G871861,Female.Spikelet.Collected.on.day.as.silk,13.726133333333332,mRNA,1.1375482132381491
GRMZM2G131280,Female.Spikelet.Collected.on.day.as.silk,12.931090000000003,mRNA,1.1116351343957358
GRMZM5G828182,Female.Spikelet.Collected.on.day.as.silk,16.265199999999997,mRNA,1.2112594078184478
